	securityName	securityClass	putCall	cusipSedol	isin	manualIdentifier	ticker	formType	name	lei	currencyCode	payoffProfile	issuerClass	fairValueLevel	couponKind	countryCode	units	fileDate	effectiveDate	superceded	principal	shares	percent	value	sharesChange	percentChange	prevShares	prevValue	percentValueChange	percentOwnershipChange	sharePrice	costBasis	profit	performance	sharesMultiplier	valueMultiplier	allocation	prevAllocation	allocationPercentChange	allocationChange	current	unrealized	realized	pageDataId	lineNbr	default	option	formTypeShort	formattedFileDate	valueChange	bestIdentifier	restricted	safeAllocationChange	latestUnrealized	slug	url	ownershipPercent	ownershipPercentChange	sharesPercentChange	valuePercentChange	symbol
2467	MICRON	TECHNOLOGY INC COM		595112103				13F-HR	Cambridge Investment Research Advisors, Inc.									2025-02-14	2024-12-31	False		204175.0		17183	579.0	0.2843867266547476	203596.0	21.0	-19.05		0.0937	0.0542523	-3.8712523	-18.43453476190476		0.001	0.05740920922163697	0.07181257594481746	-20.056886323432256	-0.01440336672318049		3759.581					False	13F	02-14	-4000	595112103		-0.01440336672318049	19792.67	cambridge-investment-research-advisors	https://fintel.io/i/cambridge-investment-research-advisors	0.01826952418101383	0.2843867266547476	0.2843867266547476	-19.05	MU
2468	MICRON TECHNOLOGY INC COM	Common Stock		595112103				13F-HR	FDx Advisors, Inc.									2025-02-03	2024-12-31	False		0.0		0	-2225.0	-100.0	2225.0	0.0				0.0	0.0			0.001	0.0	0.06295341447328977	-100.0	-0.06295341447328977							False	13F	02-03	0	595112103		-0.06295341447328977		fdx-advisors	https://fintel.io/i/fdx-advisors	0.0	-100.0	-100.0		MU
2469	MICRON TECHNOLOGY INC COM	Stock		595112103				13F-HR	Regent Peak Wealth Advisors LLC									2025-01-07	2024-12-31	False		0.0		0	-2215.0	-100.0	2215.0	229718.0								0.001											False	13F	01-07	-229718000	595112103		0.0		regent-peak-wealth-advisors-llc	https://fintel.io/i/regent-peak-wealth-advisors-llc	0.0	-100.0	-100.0		MU
2470	Micron Technology Inc	EC		595112103	US5951121038		MU	NPORT-P	IWX - iSHARES TRUST - iShares Russell Top 200 Value ETF	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-26	2024-12-31	False		159313.0		13407782	-57266.0	-26.441160038600234	216579.0	22461.0	-40.31		56.60626	9018.113			1.0	0.001	0.584229217174	0.699754205145	-16.509366735003955	-0.115524987971		4389.669					False	NP	02-26	-9054000	US5951121038		-0.115524987971	6425.689	ishares-trust-ishares-russell-top-200-value-etf	https://fintel.io/i/ishares-trust-ishares-russell-top-200-value-etf	0.01425528446602109	-26.441160038600234	-26.441160038600234	-40.31	MU
2471	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Plancorp, LLC									2025-02-11	2024-12-31	False		0.0		0	-2037.0	-100.0	2037.0	211.0	-100.0			-211.0	0.0			0.001		0.00862072488270904	-100.0	-0.00862072488270904							False	13F	02-11	-211000	595112103		-0.00862072488270904		plancorp-llc	https://fintel.io/i/plancorp-llc	0.0	-100.0	-100.0	-100.0	MU
2472	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Castle Hook Partners LP									2024-11-14	2024-09-30	False		0.0		0	-496887.0	-100.0	496887.0	65355.0	-100.0			-65355.0	0.0			0.001		1.538385760811348	-100.0	-1.538385760811348							False	13F	11-14	-65355000	595112103		-1.538385760811348		castle-hook-partners-lp	https://fintel.io/i/castle-hook-partners-lp	0.0	-100.0	-100.0	-100.0	MU
2473	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Lmcg Investments, Llc									2025-01-16	2024-12-31	False		142378.0		11982533	-10.0	-0.007023063741326516	142388.0	14767.0	-18.86		19.40974	2763.52				0.001	0.583142686227928	0.8875569664917924	-34.29799908698924	-0.3044142802638644		9219.013					False	13F	01-16	-2785000	595112103		-0.3044142802638644	11038.6	lmcg-investments-llc	https://fintel.io/i/lmcg-investments-llc	0.01273994521290259	-0.007023063741326516	-0.007023063741326516	-18.86	MU
2474	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Stratos Wealth Advisors, LLC									2025-01-27	2024-12-31	False		8208.0		690823	204.0	2.548725637181409	8004.0	830.0	-16.87		75.70284	621.3689				0.001	0.033047450100832106	0.03806141455353266	-13.173352886421252	-0.005013964452700554		69.41636					False	13F	01-27	-140000	595112103		-0.005013964452700554	174.3146	stratos-wealth-advisors	https://fintel.io/i/stratos-wealth-advisors	0.000734449636232455	2.548725637181409	2.548725637181409	-16.87	MU
2475	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	JT Stratford LLC									2025-02-18	2024-12-31	False		0.0		0	-21033.0	-100.0	21033.0	2181.0	-100.0			-2181.0	0.0			0.001		0.37300066377857044	-100.0	-0.37300066377857044							False	13F	02-18	-2181000	595112103		-0.37300066377857044		jt-stratford	https://fintel.io/i/jt-stratford	0.0	-100.0	-100.0	-100.0	MU
2476	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Northwest Bancshares, Inc.									2025-02-12	2024-12-31	False		8128.0		684052	295.0	3.7661177071364738	7833.0	812.0	-15.76		51.58368	419.2722				0.001	0.1262890799450647	0.13836932095909807	-8.730433112123382	-0.01208024101403337		264.7803					False	13F	02-12	-128000	595112103		-0.01208024101403337	368.6561	northwest-bancshares	https://fintel.io/i/northwest-bancshares	0.0007272912577116708	3.7661177071364738	3.7661177071364738	-15.76	MU
2477	MICRON TECHNOLOGY INC	Common Stock		595112103				13F-HR	Raiffeisen Bank International AG									2025-02-14	2024-12-31	False		93668.0		7993957	93668.0						101.7502	9530.741				0.001	0.060606833343781315			0.060606833343781315		-1647.642					False	13F	02-14	7993000	595112103		0.060606833343781315	-450.5651	raiffeisen-bank-international-ag-3505	https://fintel.io/i/raiffeisen-bank-international-ag-3505	0.008381387491060136				MU
2478	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Archer Investment Corp									2025-01-28	2024-12-31	False		170.0		14307	0.0	0.0	170.0	17.0	-17.65		77.71267	13.21115				0.001	0.0038134446155129583	0.004728067913301378	-19.344546536976093	-0.0009146232977884197		1.096046					False	13F	01-28	-3000	595112103		-0.0009146232977884197	3.26865	archer-investment-corp	https://fintel.io/i/archer-investment-corp	1.521155435666634e-05	0.0	0.0	-17.65	MU
2479	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Capital International Sarl									2025-02-13	2024-12-31	False		77146.0		6492607	18016.0	30.468459326906814	59130.0	6132.0	5.87		88.39586	6819.387				0.001	0.1498535053274521	0.15755451239459434	-4.887836565324844	-0.00770100706714224		-326.7794					False	13F	02-13	360000	595112103		-0.00770100706714224	659.1462	capital-international-sarl	https://fintel.io/i/capital-international-sarl	0.006903003367055187	30.468459326906814	30.468459326906814	5.87	MU
2480	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Commerce Bank									2025-02-13	2024-12-31	False		52589.0		4425890	-828.0	-1.5500683303068312	53417.0	5539.0	-20.11		39.15016	2058.868				0.001	0.011111028360149142	0.03394648577086543	-67.26898791483983	-0.022835457410716287		2367.023					False	13F	02-13	-1114000	595112103		-0.022835457410716287	3039.11	commerce-bank	https://fintel.io/i/commerce-bank	0.004705649600368979	-1.5500683303068312	-1.5500683303068312	-20.11	MU
2481	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Intrepid Family Office Llc									2025-02-14	2024-12-31	False		0.0		0	-50000.0	-100.0	50000.0	3401500.0								0.001											False	13F	02-14	-3401500000	595112103		0.0		intrepid-family-office-llc	https://fintel.io/i/intrepid-family-office-llc	0.0	-100.0	-100.0		MU
2482	Micron Technology, Inc.	Stock		595112103				13F-HR	Aureus Asset Management, LLC									2025-02-14	2024-12-31	False		5563.0		468182	5563.0		0.0	0.0			101.7502	566.0365				0.001	0.030249352329327697			0.030249352329327697		-97.85445					False	13F	02-14	468000	595112103		0.030249352329327697	-26.75928	aureus-asset-management-llc	https://fintel.io/i/aureus-asset-management-llc	0.0004977757463890287				MU
2483	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Texas Permanent School Fund									2024-11-14	2024-09-30	False		0.0		0	-183498.0	-100.0	183498.0	24135.0	-100.0			-24135.0	0.0			0.001		0.21635830795973712	-100.0	-0.21635830795973712							False	13F	11-14	-24135000	595112103		-0.21635830795973712		texas-permanent-school-fund	https://fintel.io/i/texas-permanent-school-fund	0.0	-100.0	-100.0	-100.0	MU
2484	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Diversify Advisory Services, LLC									2025-01-16	2024-12-31	False		5800.0		576161	-1271.0	-17.9748267571772	7071.0	762.0	-24.41		90.51131	524.9656				0.001	0.031773926584116347	0.04099904112869659	-22.500805605727393	-0.009225114544580243		-36.83761					False	13F	01-16	-186000	595112103		-0.009225114544580243	37.2864	diversify-advisory-services-llc	https://fintel.io/i/diversify-advisory-services-llc	0.0005189824427568517	-17.9748267571772	-17.9748267571772	-24.41	MU
2485	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Smithfield Trust Co									2025-02-06	2024-12-31	False		6723.0		572	-619.0	-8.430945246526832	7342.0	0.0			62.92319	423.0326				0.001	0.02849212880036183	0.037159503984351826	-23.32478707907376	-0.008667375183989997		142.7751					False	13F	02-06	0	595112103		-0.008667375183989997	228.695	smithfield-trust	https://fintel.io/i/smithfield-trust	0.000601572234940399	-8.430945246526832	-8.430945246526832		MU
2486	MICRON TECHNOLOGY INC	EC		595112103	US5951121038			NPORT-P	FLPSX - FIDELITY PURITAN TRUST - Fidelity Low-Priced Stock Fund	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-27	2024-10-31	False		556152.0		55420546	137992.0	32.99980868567056	418160.0	45922.0	20.68		66.79808	37149.88			1.0	0.001	0.213194693482	0.164540507612	29.569731232828413	0.04865418587		18270.66					False	NP	12-27	9498000	US5951121038		0.04865418587	16763.49	fidelity-puritan-trust-fidelity-low-priced-stock-fund	https://fintel.io/i/fidelity-puritan-trust-fidelity-low-priced-stock-fund	0.04976433163863942	32.99980868567056	32.99980868567056	20.68	MU
2487	MICRON TECH	EC		595112103	US5951121038			NPORT-P	TRXAX - MUTUAL FUND SERIES TRUST - Catalyst/MAP Global Balanced Fund Class A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-28	2024-12-31	False		1630.0		137180	0.0	0.0	1630.0	169.0	-18.93		45.215	73.70045			1.0	0.001	0.98693529681	1.120742823951	-11.939182146112959	-0.133807527141		63.48035					False	NP	02-28	-32000	US5951121038		-0.133807527141	84.31175	mutual-fund-series-trust-catalyst-map-global-balanced-fund-class-a	https://fintel.io/i/mutual-fund-series-trust-catalyst-map-global-balanced-fund-class-a	0.0001458519623609773	0.0	0.0	-18.93	MU
2488	Micron Technology, Inc.	EC		595112103	US5951121038			NPORT-P	AUERX - Unified Series Trust - Auer Growth Fund	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-01-29	2024-11-30	False		12000.0		1175400	0.0	0.0	12000.0	1154.0	1.82		89.74935	1076.992			1.0	0.001	1.791787588268	1.74648068158	2.594183100096589	0.045306906688		98.40776					False	NP	01-29	21000	US5951121038		0.045306906688	86.288	unified-series-trust-auer-growth-fund	https://fintel.io/i/unified-series-trust-auer-growth-fund	0.001073756778117624	0.0	0.0	1.82	MU
2489	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Arete Wealth Advisors, LLC									2025-02-12	2024-12-31	False		16845.0		1418	-1179.0	-6.541278295605859	18024.0	1.0	0.0		0.0698	-0.0822942	0.5002941999999999	50.02941999999999		0.001	0.10230393069305502	0.16015830636877923	-36.12324392498831	-0.05785437567572421		220.6161					False	13F	02-12	0	595112103		-0.05785437567572421	1633.037	arete-wealth-advisors-llc	https://fintel.io/i/arete-wealth-advisors-llc	0.001507286077282615	-6.541278295605859	-6.541278295605859	0.0	MU
2490	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Mariner, LLC									2025-02-13	2024-12-31	False		220722.0		18576395	8846.0	4.175083539428723	211876.0	22006.0	-15.59		56.71821	12518.96				0.001	0.009780839170347952	0.03904440032912674	-74.94944450958428	-0.02926356115877879		6057.007					False	13F	02-13	-3430000	595112103		-0.02926356115877879	8877.831	mariner-wealth-advisors-llc	https://fintel.io/i/mariner-wealth-advisors-llc	0.01975014529830652	4.175083539428723	4.175083539428723	-15.59	MU
2491	COMMON STOCK USD.1	EC		595112103	US5951121038		MU	NPORT-P	MEPAX - MASSMUTUAL PREMIER FUNDS - MassMutual Premier Disciplined Value Fund Class A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-28	2024-12-31	False		3153.0		265356	512.0	19.3865959863688	2641.0	273.0	-2.93		83.73471	264.0155			1.0	0.001	0.807799651166	0.701782998239	15.106757101985941	0.106016652927		1.340937					False	NP	02-28	-8000	US5951121038		0.106016652927	41.63632	massmutual-premier-funds-massmutual-premier-disciplined-value-fund-class-a	https://fintel.io/i/massmutual-premier-funds-massmutual-premier-disciplined-value-fund-class-a	0.0002821295934504058	19.3865959863688	19.3865959863688	-2.93	MU
2492	Micron Technology In	EC		595112103	US5951121038			NPORT-P	FLRUX - Meeder Funds - CONSERVATIVE ALLOCATION FUND Retail Class	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-01-17	2024-12-31	False		1023.0		86095	-795.0	-43.72937293729373	1818.0	188.0	-54.26		97.08546	99.31843			1.0	0.001	0.059468252601	0.132702624377	-55.18683004184277	-0.073234371776		-13.22275					False	NP	01-17	-102000	US5951121038		-0.073234371776	-0.14881	meeder-funds-conservative-allocation-fund-retail-class	https://fintel.io/i/meeder-funds-conservative-allocation-fund-retail-class	9.153776533452747e-05	-43.72937293729373	-43.72937293729373	-54.26	MU
2493	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Advisors Asset Management, Inc.									2025-02-10	2024-12-31	False		12554.0		1056545	6921.0	122.86525829930765	5633.0	584.0	80.82		93.15755	1169.5				0.001	0.01946253581361629	0.01072965231136537	81.39018160915263	0.00873288350225092		-112.9553					False	13F	02-10	472000	595112103		0.00873288350225092	47.48476	advisors-asset-management	https://fintel.io/i/advisors-asset-management	0.001123328549374055	122.86525829930765	122.86525829930765	80.82	MU
2494	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Fifth Third Bancorp									2025-01-21	2024-12-31	False		177458.0		14934865	-11702.0	-6.1862973144427995	189160.0	19617.0	-23.87		38.40629	6815.503				0.001	0.05417076748947188	0.07106153113272504	-23.769208704081347	-0.01689076364325316		8119.362					False	13F	01-21	-4683000	595112103		-0.01689076364325316	10387.28	fifth-third-bancorp	https://fintel.io/i/fifth-third-bancorp	0.01587889419426645	-6.1862973144427995	-6.1862973144427995	-23.87	MU
2495	MICRON TECHNOLOGY, INC.	Common Stock		595112103				13F-HR	Summit Financial, LLC									2025-02-12	2024-12-31	False		4565.0		384755	83.0	1.8518518518518519	4482.0	464.0	-17.24		109.3854	499.3444				0.001	0.01348702880819854	0.01820876437233253	-25.931114641191556	-0.00472173556413399		-115.154					False	13F	02-12	-80000	595112103		-0.00472173556413399	-56.8133	summit-financial	https://fintel.io/i/summit-financial	0.0004084749743422462	1.8518518518518519	1.8518518518518519	-17.24	MU
2496	Micron Technology Inc. COM USD0.10	EC		595112103	US5951121038		MU	NPORT-P	DSEFX - DOMINI INVESTMENT TRUST - Domini Impact Equity Fund Investor Shares	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-26	2024-10-31	False		38700.0		3856455	300.0	0.78125	38400.0	4217.0	-8.56		70.65508	2734.351			1.0	0.001	0.3474314331	0.3827434849	-9.226036024943966	-0.0353120518		1122.104					False	NP	12-26	-361000	US5951121038		-0.0353120518	1017.227	domini-investment-trust-domini-impact-equity-fund-investor-shares	https://fintel.io/i/domini-investment-trust-domini-impact-equity-fund-investor-shares	0.003462865609429338	0.78125	0.78125	-8.56	MU
2497	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Darden Wealth Group Inc									2025-02-13	2024-12-31	False		9515.0		800840	-605.0	-5.978260869565218	10120.0	1049.0	-23.74		76.66142	729.4334				0.001	0.5391838338677148	0.7527397163703347	-28.370481569960642	-0.2135558825026199		71.34899					False	13F	02-13	-249000	595112103		-0.2135558825026199	192.9507	darden-wealth-group-inc	https://fintel.io/i/darden-wealth-group-inc	0.0008513996453157663	-5.978260869565218	-5.978260869565218	-23.74	MU
2498	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Thornburg Investment Management Inc									2025-02-14	2024-12-31	False		99882.0		8406069	-123750.0	-55.336445589182226	223632.0	23192.0	-63.75		38.49672	3845.13				0.001	0.11108219153880061	0.3018234258811503	-63.19629889081516	-0.19074123434234969		4560.939					False	13F	02-14	-14786000	595112103		-0.19074123434234969	5837.431	thornburg-investment-management	https://fintel.io/i/thornburg-investment-management	0.008937414542662047	-55.336445589182226	-55.336445589182226	-63.75	MU
2499	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	BLI - Banque de Luxembourg Investments									2025-02-14	2024-12-31	False		13965.0		1191423	13965.0						101.7502	1420.942				0.001	0.03235549948366965			0.03235549948366965		-245.6476					False	13F	02-14	1191000	595112103		0.03235549948366965	-67.1749	bli-banque-de-luxembourg-investments-3710	https://fintel.io/i/bli-banque-de-luxembourg-investments-3710	0.001249584450534385				MU
2500	MICRON TECHNOLOGY INC	EC		595112103	US5951121038			NPORT-P	FDWM - FIDELITY COVINGTON TRUST - Fidelity Women's Leadership ETF	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-27	2024-10-31	False		392.0		39062	50.0	14.619883040935672	342.0	37.0	5.41		82.44992	32.32037			1.0	0.001	0.861662119599	0.952734506504	-9.559052000665384	-0.091072386905		6.742431					False	NP	12-27	2000	US5951121038		-0.091072386905	5.68011	fidelity-covington-trust-fidelity-women-s-leadership-etf	https://fintel.io/i/fidelity-covington-trust-fidelity-women-s-leadership-etf	3.507605475184239e-05	14.619883040935672	14.619883040935672	5.41	MU
2501	Micron Technology Inc	COM		595112103				13F-HR	IHT Wealth Management, LLC									2025-02-14	2024-12-31	False		18153.0		1527787	-211.0	-1.1489871487693313	18364.0	1895.0	-19.42		68.81289	1249.16				0.001	0.04929037805582881	0.05378855419235519	-8.362701329432076	-0.00449817613652638		278.5961					False	13F	02-14	-368000	595112103		-0.00449817613652638	510.5918	iht-wealth-management	https://fintel.io/i/iht-wealth-management	0.001624325566097436	-1.1489871487693313	-1.1489871487693313	-19.42	MU
2502	Micron Technology Inc.	MU		595112103				13F-HR	Asset Planning,Inc									2025-01-30	2024-12-31	False		152.0		12801	152.0						101.7502	15.46604				0.001	0.009747430380210169			0.009747430380210169		-2.673715					False	13F	01-30	12000	595112103		0.009747430380210169	-0.73116	asset-planning-inc-358	https://fintel.io/i/asset-planning-inc-358	1.360091918948991e-05				MU
2503	Micron Technology Inc	EC		595112103	US5951121038		MU	NPORT-P	Advanced Series Trust - Ast Prudential Growth Allocation Portfolio	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-27	2024-12-31	False		181389.0		15265698	-16298.0	-8.244345859869389	197687.0	20502.0	-25.54		91.07659	16520.29			1.0	0.001	0.107809428164	0.135122650495	-20.21365199020476	-0.027313222331		-1254.593					False	NP	02-27	-5237000	US5951121038		-0.027313222331	1063.56	advanced-series-trust-ast-prudential-growth-allocation-portfolio	https://fintel.io/i/advanced-series-trust-ast-prudential-growth-allocation-portfolio	0.01623063901883148	-8.244345859869389	-8.244345859869389	-25.54	MU
2504	Micron Technology, Inc.	EC		595112103	US5951121038			NPORT-P	JEPQ - J.P. Morgan Exchange-Traded Fund Trust - JPMorgan Nasdaq Equity Premium Income ETF	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-26	2024-12-31	False		1430501.0		120390964	211469.0	17.347288668386064	1219032.0	126425.0	-4.77		94.10845	134622.2			1.0	0.001	0.580641134729	0.752615206347	-22.85019890213456	-0.171974071618		-14231.27					False	NP	02-26	-6035000	US5951121038		-0.171974071618	4050.567	j-p-morgan-exchange-traded-fund-trust-jpmorgan-nasdaq-equity-premium-income-etf	https://fintel.io/i/j-p-morgan-exchange-traded-fund-trust-jpmorgan-nasdaq-equity-premium-income-etf	0.1280008454045033	17.347288668386064	17.347288668386064	-4.77	MU
2505	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Stanley-Laman Group, Ltd.									2025-01-29	2024-12-31	False		0.0		0	-33028.0	-100.0	33028.0	3425334.0								0.001											False	13F	01-29	-3425334000	595112103		0.0		stanley-laman-group	https://fintel.io/i/stanley-laman-group	0.0	-100.0	-100.0		MU
2506	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Nordwand Advisors, LLC									2025-02-07	2024-12-31	False		200.0		16832	0.0	0.0	200.0	20.0	-20.0		104.5811	20.91622				0.001	0.006934248032276322	0.005551409603183331	24.909681106939644	0.001382838429092991		-4.084219					False	13F	02-07	-4000	595112103		0.001382838429092991	-1.52822	nordwand-advisors-llc	https://fintel.io/i/nordwand-advisors-llc	1.78959463019604e-05	0.0	0.0	-20.0	MU
2507	Micron Technology	COM		595112103				13F-HR	Bartlett & Co. Wealth Management Llc									2025-01-17	2024-12-31	False		10916.0		919930	1264.0	13.095731454620804	9652.0	1000.0	-8.1		73.29217	800.0573				0.001	0.01264351986082075	0.01436565740234931	-11.987878405390118	-0.00172213754152856		118.6333					False	13F	01-17	-81000	595112103		-0.00172213754152856	258.1397	bartlett-co-wealth-management-llc	https://fintel.io/i/bartlett-co-wealth-management-llc	0.000976760749160999	13.095731454620804	13.095731454620804	-8.1	MU
2508	Micron Technology Inc	EC		595112103	US5951121038			NPORT-P	SWP1Z - SCHWAB ANNUITY PORTFOLIOS - Schwab S&P 500 Index Portfolio	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-24	2024-12-31	False		57384.0		4829437	1710.0	3.0714516650501134	55674.0	5773.0	-16.35		59.16181	3394.942			1.0	0.001	0.186706169334	0.235294542641	-20.65002135690566	-0.048588373307		1434.496					False	NP	02-24	-944000	US5951121038		-0.048588373307	2167.863	schwab-annuity-portfolios-schwab-s-p-500-index-portfolio	https://fintel.io/i/schwab-annuity-portfolios-schwab-s-p-500-index-portfolio	0.005134704912958479	3.0714516650501134	3.0714516650501134	-16.35	MU
2509	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	AustralianSuper Pty Ltd									2025-01-30	2024-12-31	False		10367.0		872487	0.0	0.0	10367.0	1075.0	-18.88		64.19828	665.5436				0.001	0.004116473510575384	0.005358815415849918	-23.183144200116033	-0.001242341905274534		206.9431					False	13F	01-30	-203000	595112103		-0.001242341905274534	339.4334	australiansuper-pty	https://fintel.io/i/australiansuper-pty	0.0009276363765621176	0.0	0.0	-18.88	MU
2510	MICRON TECHNOLOGY INC	EC		595112103	US5951121038			NPORT-P	FGRTX - FIDELITY HASTINGS STREET TRUST - Fidelity Mega Cap Stock Fund	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-25	2024-12-31	False		52800.0		4443648	49100.0	1327.027027027027	3700.0	383.0	1060.05		101.9486	5382.886			1.0	0.001	0.128469874773	0.011593217958	1008.1468082323792	0.116876656815		-939.2384					False	NP	02-25	4060000	US5951121038		0.116876656815	-264.454	fidelity-hastings-street-trust-fidelity-mega-cap-stock-fund	https://fintel.io/i/fidelity-hastings-street-trust-fidelity-mega-cap-stock-fund	0.004724529823717547	1327.027027027027	1327.027027027027	1060.05	MU
2511	MICRON TECHNOLOGY INC COMMON STOCK	EC		595112103	US5951121038			NPORT-P	XYLG - Global X Funds - Global X S&P 500 Covered Call & Growth ETF	B3DXGBC8GAIYWI2Z0172	USD	Long		1		US	NS	2024-12-30	2024-10-31	False		1392.0		138712	-70.0	-4.7879616963064295	1462.0	160.0	-13.75		69.22899	96.36676			1.0	0.001	0.233936583537	0.262909773968	-11.020202860364744	-0.028973190431		42.34604					False	NP	12-30	-22000	US5951121038		-0.028973190431	38.57372	global-x-funds-global-x-s-p-500-covered-call-growth-etf	https://fintel.io/i/global-x-funds-global-x-s-p-500-covered-call-growth-etf	0.0001245557862616444	-4.7879616963064295	-4.7879616963064295	-13.75	MU
2512	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Gladstone Capital Management LLP									2024-11-13	2024-09-30	False		0.0		0	-256500.0	-100.0	256500.0	33737.0	-100.0			-33737.0	0.0			0.001		2.981385306195124	-100.0	-2.981385306195124							False	13F	11-13	-33737000	595112103		-2.981385306195124		gladstone-capital-management-llp	https://fintel.io/i/gladstone-capital-management-llp	0.0	-100.0	-100.0	-100.0	MU
2513	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Symmetry Partners, LLC									2024-10-29	2024-09-30	False		0.0		0	-4281.0	-100.0	4281.0	0.0				0.0	0.0			0.001	0.0	0.028969175870683244	-100.0	-0.028969175870683244							False	13F	10-29	0	595112103		-0.028969175870683244		symmetry-partner	https://fintel.io/i/symmetry-partner	0.0	-100.0	-100.0		MU
2514	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Eschler Asset Management LLP									2025-02-14	2024-12-31	False		0.0		0	-8235.0	-100.0	8235.0	854.0	-100.0			-854.0	0.0			0.001		1.2756288706407066	-100.0	-1.2756288706407066							False	13F	02-14	-854000	595112103		-1.2756288706407066		eschler-asset-management-llp	https://fintel.io/i/eschler-asset-management-llp	0.0	-100.0	-100.0	-100.0	MU
2515	MICRON TECHNOLOGY INC	COM		595112103				13F-HR/A	LaFleur & Godfrey LLC									2025-02-06	2024-12-31	False		3184.0		267966	-79179.0	-96.13418646722437	82363.0	8541.0	-96.87		77.97292	248.2658				0.001	0.036733189125209315	1.1779281646106188	-96.88154250583251	-1.1411949754854094		19.69965					False	13F/A	02-06	-8274000	595112103		-1.1411949754854094	60.39116	lafleur-godfrey-llc	https://fintel.io/i/lafleur-godfrey-llc	0.0002849034651272096	-96.13418646722437	-96.13418646722437	-96.87	MU
2516	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Scientech Research LLC									2025-02-14	2024-12-31	False		10436.0		878294	10436.0							878.294				0.001	0.24861079454667548			0.24861079454667548		-183.5716					False	13F	02-14	878000	595112103		0.24861079454667548		scientech-research-llc	https://fintel.io/i/scientech-research-llc	0.0009338104780362939				MU
2517	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	GAM Holding AG									2025-01-31	2024-12-31	False		9225.0		776376	-562.0	-5.742311229181567	9787.0	1014.0	-23.47		64.19828	592.2291				0.001	0.04531731426255492	0.0809225535306769	-43.999154394731754	-0.03560523926812198		184.1469					False	13F	01-31	-238000	595112103		-0.03560523926812198	302.0424	gam-holding	https://fintel.io/i/gam-holding	0.0008254505231779237	-5.742311229181567	-5.742311229181567	-23.47	MU
2518	MICRON TECHNOLOGY INC	EC		595112103	US5951121038			NPORT-P	FFLG - FIDELITY COVINGTON TRUST - Fidelity Growth Opportunities ETF	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-27	2024-10-31	False		22411.0		2233256	-944.0	-4.041961036180689	23355.0	2564.0	-12.91		107.0978	2400.169			1.0	0.001	0.666062121986	0.80876751784	-17.64479812877842	-0.142705395854		-166.9125					False	NP	12-27	-331000	US5951121038		-0.142705395854	-227.6467	fidelity-covington-trust-fidelity-growth-opportunities-etf	https://fintel.io/i/fidelity-covington-trust-fidelity-growth-opportunities-etf	0.002005330262866173	-4.041961036180689	-4.041961036180689	-12.91	MU
